"protein_ID";"gene_ID";"gene_ID_gff3";"protein_ID_gff3";"Protein";"Chr";"Strand";"Start";"End";"Size (nt)";"Final Description"
"5405";1983965;"g5388";"gene_5405";1983965;"g5388";"IV";"+";"2.588.296";"2.590.388";"2.093";"Dihydroxy-acid and 6-phosphogluconate dehydratase-like protein"
"5406";1983966;"g5389";"gene_5406";1983966;"g5389";"IV";"-";"2.591.110";"2.592.689";"1.580";"Alpha-mannosyltransferase"
"5407";1983967;"g5390";"gene_5407";1983967;"g5390";"IV";"-";"2.595.109";"2.596.338";"1.230";"Cuticle-degrading protease (Chymoelastase)"
"5408";1983968;"g5391";"gene_5408";1983968;"g5391";"IV";"+";"2.600.207";"2.603.071";"2.865";"Uncharacterized transcriptional regulatory protein C139.03"
"5409";1983969;"g5392";"gene_5409";1983969;"g5392";"IV";"+";"2.605.629";"2.606.690";"1.062";"Putative uncharacterized protein"
"5410";1983970;"g5393";"gene_5410";1983970;"g5393";"IV";"+";"2.613.556";"2.616.702";"3.147";"Putative uncharacterized protein"
"5411";1983971;"g5394";"gene_5411";1983971;"g5394";"IV";"-";"2.618.604";"2.619.482";"879";"Putative uncharacterized protein"
"5412";1983972;"g5395";"gene_5412";1983972;"g5395";"IV";"+";"2.622.745";"2.623.745";"1.001";"50S ribosomal subunit protein l15"
"5413";1983973;"g5396";"gene_5413";1983973;"g5396";"IV";"+";"2.624.504";"2.627.430";"2.927";"Sorting nexin mvp-1"
"5414";1983974;"g5397";"gene_5414";1983974;"g5397";"IV";"+";"2.628.802";"2.633.732";"4.931";"Defective in cullin neddylation protein 1"
"5415";1983975;"g5398";"gene_5415";1983975;"g5398";"IV";"-";"2.634.372";"2.634.797";"426";"37S ribosomal protein MRP17, mitochondrial (YmS16)"
"5416";1983976;"g5399";"gene_5416";1983976;"g5399";"IV";"-";"2.635.505";"2.639.089";"3.585";"Putative uncharacterized protein"
"5417";1983977;"g5400";"gene_5417";1983977;"g5400";"IV";"-";"2.641.785";"2.642.801";"1.017";"Chitin biosynthesis protein"
"5418";1983978;"g5401";"gene_5418";1983978;"g5401";"IV";"+";"2.644.983";"2.645.765";"783";"Putative uncharacterized protein"
"5419";1983979;"g5402";"gene_5419";1983979;"g5402";"IV";"+";"2.646.161";"2.647.189";"1.029";"Putative uncharacterized hydrolase/dehalogenase"
"5420";1983980;"g5402.1";"gene_5420";1983980;"g5402.1";"IV";"+";"2.647.990";"2.649.687";"1.698";"Putative uncharacterized protein"
"5421";1983981;"g5403";"gene_5421";1983981;"g5403";"IV";"-";"2.650.035";"2.651.057";"1.023";"Presenilins-associated rhomboid-like protein, mitochondrial"
"5422";1983982;"g5404";"gene_5422";1983982;"g5404";"IV";"+";"2.652.402";"2.653.197";"796";"Probable endo-beta-1,4-glucanase D (Endoglucanase D/Carboxymethylcellulase D/Cellulase D)"
"5423";1983983;"g5405";"gene_5423";1983983;"g5405";"IV";"-";"2.654.432";"2.655.889";"1.458";"Putative uncharacterized protein"
"5424";1983984;"g5406";"gene_5424";1983984;"g5406";"IV";"+";"2.663.847";"2.665.427";"1.581";"Initiation-specific alpha-mannosyltransferase"
"5425";1983985;"g5407";"gene_5425";1983985;"g5407";"IV";"+";"2.667.372";"2.668.658";"1.287";"Pre-mRNA-splicing factor cwc2"
"5426";1983986;"g5408";"gene_5426";1983986;"g5408";"IV";"+";"2.669.434";"2.670.096";"663";"Protein HRI1"
"5427";1983987;"g5409";"gene_5427";1983987;"g5409";"IV";"-";"2.670.227";"2.671.282";"1.056";"Putative uncharacterized protein"
"5428";1983988;"g5410";"gene_5428";1983988;"g5410";"IV";"+";"2.675.146";"2.675.595";"450";"Cytosolic thioredoxin I"
"5429";1983989;"g5411";"gene_5429";1983989;"g5411";"IV";"-";"2.675.823";"2.680.562";"4.740";"Uncharacterized WD repeat-containing protein C3H5.08c"
"5430";1983990;"g5412";"gene_5430";1983990;"g5412";"IV";"+";"2.684.103";"2.684.494";"392";"Putative uncharacterized protein"
"5431";1983991;"g5413";"gene_5431";1983991;"g5413";"IV";"-";"2.684.668";"2.686.709";"2.042";"Choline transport protein"
"5432";1983992;"g5414";"gene_5432";1983992;"g5414";"IV";"+";"2.688.296";"2.689.825";"1.530";"FAD dependent oxidoreductase superfamily"
"5433";1983993;"g5415";"gene_5433";1983993;"g5415";"IV";"-";"2.691.294";"2.693.650";"2.357";"Uncharacterized MFS-type transporter C1271.10c"
"5434";1983994;"g5416";"gene_5434";1983994;"g5416";"IV";"-";"2.697.382";"2.698.690";"1.309";"Putative uncharacterized protein"
"5435";1983995;"g5417";"gene_5435";1983995;"g5417";"IV";"-";"2.699.034";"2.700.818";"1.785";"Putative uncharacterized protein"
"5436";1983996;"g5418";"gene_5436";1983996;"g5418";"IV";"-";"2.702.146";"2.702.502";"357";"Putative uncharacterized protein"
"5437";1983997;"g5419";"gene_5437";1983997;"g5419";"IV";"+";"2.704.760";"2.705.650";"891";"Cytokine inducing-glycoprotein"
"5438";1983998;"g5420";"gene_5438";1983998;"g5420";"IV";"-";"2.705.713";"2.706.678";"966";"Putative uncharacterized protein"
"5439";1983999;"g5421";"gene_5439";1983999;"g5421";"IV";"+";"2.707.185";"2.708.126";"942";"Probable acetylxylan esterase A"
"5440";1984000;"g5422";"gene_5440";1984000;"g5422";"IV";"-";"2.708.227";"2.708.664";"438";"Putative uncharacterized protein"
"5441";1984001;"g5423";"gene_5441";1984001;"g5423";"IV";"-";"2.709.031";"2.710.524";"1.494";"Ribosome assembly protein rrb1"
"5442";1984002;"g5424";"gene_5442";1984002;"g5424";"IV";"+";"2.711.633";"2.713.057";"1.425";"Putative uncharacterized protein"
"5443";1984003;"g5425";"gene_5443";1984003;"g5425";"IV";"-";"2.713.198";"2.714.364";"1.167";"Extracellular endoglucanase"
"5444";1984004;"g5426";"gene_5444";1984004;"g5426";"IV";"+";"2.716.180";"2.716.869";"690";"Transcription initiation factor TFIID subunit 10"
"5445";1984005;"g5427";"gene_5445";1984005;"g5427";"IV";"-";"2.717.329";"2.717.791";"463";"37S ribosomal protein S19, mitochondrial"
"5446";1984006;"g5428";"gene_5446";1984006;"g5428";"IV";"-";"2.718.009";"2.719.013";"1.005";"Promoter of filamentation protein 1"
"5447";1984007;"g5429";"gene_5447";1984007;"g5429";"IV";"-";"2.719.341";"2.720.729";"1.389";"Anaphase promoting complex subunit 10"
"5448";1984008;"g5430";"gene_5448";1984008;"g5430";"IV";"+";"2.721.070";"2.723.536";"2.467";"Double-strand break repair protein mus-23 (Recombinational repair protein mus-23)"
"5449";1984009;"g5431";"gene_5449";1984009;"g5431";"IV";"+";"2.724.155";"2.725.852";"1.698";"Transcriptional adapter 2"
"5450";1984010;"g5432";"gene_5450";1984010;"g5432";"IV";"-";"2.726.069";"2.726.767";"699";"Putative uncharacterized protein"
"5451";1984011;"g5433";"gene_5451";1984011;"g5433";"IV";"+";"2.729.466";"2.730.179";"714";"Putative uncharacterized protein"
"5452";1984012;"g5434";"gene_5452";1984012;"g5434";"IV";"-";"2.731.380";"2.734.103";"2.724";"Fungal transcriptional regulatory protein (Acetamidase regulatory protein)"
"5453";1984013;"g5435";"gene_5453";1984013;"g5435";"IV";"-";"2.736.656";"2.737.162";"507";"DUF1857 domain-containing protein"
"5454";1984014;"g5435.1";"gene_5454";1984014;"g5435.1";"IV";"-";"2.738.394";"2.740.655";"2.262";"Vegetative incompatibility protein Het-X"
"5455";1984015;"g5436";"gene_5455";1984015;"g5436";"IV";"+";"2.741.468";"2.742.473";"1.006";"Tetra-spanning protein 1"
"5456";1984016;"g5437";"gene_5456";1984016;"g5437";"IV";"+";"2.743.599";"2.745.446";"1.848";"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN"
"5457";1984017;"g5438";"gene_5457";1984017;"g5438";"IV";"+";"2.746.874";"2.747.374";"501";"Dual specificity phosphatase Cdc25 (Arsenate reductase 2/Sulfurtransferase 5)"
"5458";1984018;"g5439";"gene_5458";1984018;"g5439";"IV";"+";"2.747.944";"2.750.730";"2.787";"Putative uncharacterized protein"
"5459";1984019;"g5440";"gene_5459";1984019;"g5440";"IV";"-";"2.750.905";"2.751.555";"651";"Putative uncharacterized protein"
"5460";1984020;"g5441";"gene_5460";1984020;"g5441";"IV";"+";"2.752.312";"2.755.187";"2.876";"RNA-binding protein 25"
"5461";1984021;"g5442";"gene_5461";1984021;"g5442";"IV";"+";"2.755.705";"2.756.541";"837";"Enoyl-hydratase"
"5462";1984022;"g5443";"gene_5462";1984022;"g5443";"IV";"+";"2.757.382";"2.758.270";"889";"STIP1 homology and U box-containing protein 1"
"5463";1984023;"g5444";"gene_5463";1984023;"g5444";"IV";"-";"2.758.516";"2.760.141";"1.626";"Putative uncharacterized protein"
"5464";1984024;"g5445";"gene_5464";1984024;"g5445";"IV";"-";"2.761.252";"2.763.690";"2.439";"Magnesium transporter NIPA2 (Non-imprinted in Prader-Willi/Angelman syndrome region protein 2 homolog)"
"5465";1984025;"g5446";"gene_5465";1984025;"g5446";"IV";"+";"2.767.268";"2.769.151";"1.884";"Putative uncharacterized protein"
"5466";1984026;"g5447";"gene_5466";1984026;"g5447";"IV";"+";"2.770.011";"2.770.281";"271";"Putative uncharacterized protein"
"5467";1984027;"g5448";"gene_5467";1984027;"g5448";"IV";"+";"2.772.492";"2.776.586";"4.095";"Nonribosomal peptide synthetase (NRPS)"
"5468";1984028;"g5449";"gene_5468";1984028;"g5449";"IV";"-";"2.777.527";"2.778.954";"1.428";"Kynureninase"
"5469";1984029;"g5450";"gene_5469";1984029;"g5450";"IV";"+";"2.780.707";"2.782.032";"1.326";"Indoleamine 2,3-dioxygenase family protein (Biosynthesis of nicotinic acid protein 2)"
"5470";1984030;"g5451";"gene_5470";1984030;"g5451";"IV";"-";"2.782.839";"2.783.391";"553";"Heat shock protein related to DnaJ "
"5471";1984031;"g5452";"gene_5471";1984031;"g5452";"IV";"-";"2.786.958";"2.787.311";"354";"Putative uncharacterized protein"
"5472";1984032;"g5453";"gene_5472";1984032;"g5453";"IV";"-";"2.788.085";"2.791.420";"3.336";"Major intracellular serine protease"
"5473";1984033;"g5454";"gene_5473";1984033;"g5454";"IV";"+";"2.791.800";"2.793.397";"1.598";"Putative uncharacterized protein"
"5474";1984034;"g5454.1";"gene_5474";1984034;"g5454.1";"IV";"+";"2.793.888";"2.801.727";"7.840";"Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B"
"5475";1984035;"g5455";"gene_5475";1984035;"g5455";"IV";"-";"2.802.178";"2.803.408";"1.231";"Reticulon-4-interacting protein 1, mitochondrial (NOGO-interacting mitochondrial protein)"
"5476";1984036;"g5456";"gene_5476";1984036;"g5456";"IV";"+";"2.805.405";"2.806.434";"1.030";"Trihydroxytoluene oxygenase"
"5477";1984037;"g5457";"gene_5477";1984037;"g5457";"IV";"-";"2.806.630";"2.807.742";"1.113";"Zinc alcohol dehydrogenase"
"5478";1984038;"g5458";"gene_5478";1984038;"g5458";"IV";"-";"2.808.443";"2.811.025";"2.583";"Putative uncharacterized protein"
"5479";1984039;"g5459";"gene_5479";1984039;"g5459";"IV";"+";"2.813.588";"2.814.325";"738";"Putative uncharacterized protein"
"5480";1984040;"g5460";"gene_5480";1984040;"g5460";"IV";"-";"2.814.580";"2.815.923";"1.344";"Major facilitator superfamily transporter multidrug resistance"
"5481";1984041;"g5461";"gene_5481";1984041;"g5461";"IV";"-";"2.817.459";"2.818.679";"1.221";"Benzoate 4-monooxygenase (CYP673C5)"
"5482";1984042;"g5462";"gene_5482";1984042;"g5462";"IV";"+";"2.820.088";"2.820.786";"699";"Magnesium-dependent phosphatase-1"
"5483";1984043;"g5463";"gene_5483";1984043;"g5463";"IV";"-";"2.820.975";"2.822.382";"1.408";"Cellular retinaldehyde-binding/triple function protein"
"5484";1984044;"g5464";"gene_5484";1984044;"g5464";"IV";"+";"2.823.728";"2.824.755";"1.028";"Ferri-bacillibactin esterase BesA (Bacillibactin trilactone hydrolase)"
"5485";1984045;"g5465";"gene_5485";1984045;"g5465";"IV";"-";"2.825.364";"2.826.554";"1.191";"Mannitol-1-phosphate 5-dehydrogenase"
"5486";1984046;"g5466";"gene_5486";1984046;"g5466";"IV";"+";"2.832.603";"2.833.666";"1.064";"Alpha/beta-hydrolase "
"5487";1984047;"g5467";"gene_5487";1984047;"g5467";"IV";"-";"2.833.871";"2.835.705";"1.835";"Mitochondrial import protein mmp37"
"5488";1984048;"g5468";"gene_5488";1984048;"g5468";"IV";"+";"2.836.543";"2.839.123";"2.581";"Spindle assembly checkpoint component mad1 (Mitotic arrest deficient protein 1)"
"5489";1984049;"g5469";"gene_5489";1984049;"g5469";"IV";"-";"2.839.727";"2.842.927";"3.201";"Cytoskeletal protein syp1"
"5490";1984050;"g5470";"gene_5490";1984050;"g5470";"IV";"+";"2.844.853";"2.845.370";"518";"Succinyl CoA synthetase-like protein"
"5491";1984051;"g5471";"gene_5491";1984051;"g5471";"IV";"-";"2.845.714";"2.850.869";"5.156";"E3 ubiquitin-protein ligase listerin"
"5492";1984052;"g5472";"gene_5492";1984052;"g5472";"IV";"+";"2.851.894";"2.852.954";"1.061";"Palmitoyl-protein thioesterase"
"5493";1984053;"g5473";"gene_5493";1984053;"g5473";"IV";"-";"2.853.307";"2.854.402";"1.096";"NADPH-dependent 1-acyldihydroxyacetone phosphate reductase"
"5494";1984054;"g5474";"gene_5494";1984054;"g5474";"IV";"+";"2.855.689";"2.856.857";"1.169";"Aflatoxin B1 aldehyde reductase member 2"
"5495";1984055;"g5475";"gene_5495";1984055;"g5475";"IV";"-";"2.857.161";"2.858.655";"1.495";"Putative ribosome biogenesis protein C8F11.04 (U3 snoRNP-associated protein C8F11.04)"
"5496";1984056;"g5476";"gene_5496";1984056;"g5476";"IV";"+";"2.860.853";"2.862.693";"1.841";"Transcription factor"
"5497";1984057;"g5477";"gene_5497";1984057;"g5477";"IV";"-";"2.863.287";"2.867.292";"4.006";"Putative endochitinase"
"5498";1984058;"g5478";"gene_5498";1984058;"g5478";"IV";"+";"2.868.285";"2.870.087";"1.803";"LysM domain protein"
"5499";1984059;"g5479";"gene_5499";1984059;"g5479";"IV";"-";"2.871.115";"2.872.171";"1.057";"Putative uncharacterized protein"
"5500";1984060;"g5479.1";"gene_5500";1984060;"g5479.1";"IV";"-";"2.872.807";"2.878.263";"5.457";"Conserved hypothetical protein"
"5501";1984061;"g5480";"gene_5501";1984061;"g5480";"IV";"-";"2.878.950";"2.880.878";"1.929";"L-arabonate dehydratase"
"5502";1984062;"g5481";"gene_5502";1984062;"g5481";"IV";"+";"2.881.260";"2.882.129";"870";"Oxidoreductase ucpA"
"5503";1984063;"g5482";"gene_5503";1984063;"g5482";"IV";"-";"2.882.255";"2.883.302";"1.048";"Major facilitator superfamily transporter"
"5504";1984064;"g5483";"gene_5504";1984064;"g5483";"IV";"+";"2.886.334";"2.888.016";"1.683";"Lipase 2"
"5505";1984065;"g5484";"gene_5505";1984065;"g5484";"IV";"+";"2.889.958";"2.891.217";"1.260";"D-isomer specific 2-hydroxyacid dehydrogenase"
"5506";1984066;"g5485";"gene_5506";1984066;"g5485";"IV";"+";"2.891.748";"2.893.197";"1.450";"Peroxisomal (S)-2-hydroxy-acid oxidase GLO5 (Glycolate oxidase 5)"
"5507";1984067;"g5486";"gene_5507";1984067;"g5486";"IV";"-";"2.893.438";"2.895.125";"1.688";"MYB-like DNA-binding protein BAS1"
"5508";1984068;"g5487";"gene_5508";1984068;"g5487";"IV";"+";"2.896.960";"2.899.088";"2.129";"Copper amine oxidase 1"
"5509";1984069;"g5488";"gene_5509";1984069;"g5488";"IV";"+";"2.903.615";"2.905.465";"1.851";"AAT family amino acid transporter"
"5510";1984070;"g5489";"gene_5510";1984070;"g5489";"IV";"+";"2.906.164";"2.906.724";"561";"Putative uncharacterized protein"
"5511";1984071;"g5490";"gene_5511";1984071;"g5490";"IV";"-";"2.906.956";"2.909.524";"2.569";"Uncharacterized transcriptional regulatory protein C139.03"
"5512";1984072;"g5491";"gene_5512";1984072;"g5491";"IV";"+";"2.909.900";"2.911.301";"1.402";"Monocarboxylate transporter, putative"
"5513";1984073;"g5492";"gene_5513";1984073;"g5492";"IV";"-";"2.911.858";"2.913.942";"2.085";"Protease s8 tripeptidyl peptidase (Aorsin)"
"5514";1984074;"g5493";"gene_5514";1984074;"g5493";"IV";"-";"2.915.719";"2.918.040";"2.322";"Putative uncharacterized protein"
"5515";1984075;"g5494";"gene_5515";1984075;"g5494";"IV";"-";"2.921.066";"2.922.667";"1.602";"Amidase"
"5516";1984076;"g5495";"gene_5516";1984076;"g5495";"IV";"+";"2.923.138";"2.924.214";"1.077";"Chitin deacetylase, putative"
"5517";1984077;"g5496";"gene_5517";1984077;"g5496";"IV";"+";"2.924.682";"2.926.874";"2.193";"Putative ZnII2Cys6 transcription factor Eurofung"
"5518";1984078;"g5497";"gene_5518";1984078;"g5497";"IV";"-";"2.927.137";"2.928.914";"1.778";"Uncharacterized transporter C3H1.06c"
"5519";1984079;"g5498";"gene_5519";1984079;"g5498";"IV";"+";"2.929.621";"2.931.381";"1.761";"Allantoin permease, putative"
"5520";1984080;"g5499";"gene_5520";1984080;"g5499";"IV";"-";"2.931.492";"2.933.518";"2.027";"Putative uncharacterized protein"
"5521";1984081;"g5500";"gene_5521";1984081;"g5500";"IV";"+";"2.937.404";"2.938.930";"1.527";"Ankyrin repeat, PH and SEC7 domain containing protein secG"
"5522";1984082;"g5501";"gene_5522";1984082;"g5501";"IV";"-";"2.939.837";"2.941.189";"1.353";"Serine/threonine-protein kinase csk1 (CAK-activating kinase)"
"5523";1984083;"g5502";"gene_5523";1984083;"g5502";"IV";"+";"2.941.666";"2.944.753";"3.088";"Putative endochitinase"
"5524";1984084;"g5503";"gene_5524";1984084;"g5503";"IV";"+";"2.947.253";"2.948.212";"960";"Putative uncharacterized protein"
"5525";1984085;"g5504";"gene_5525";1984085;"g5504";"IV";"-";"2.948.470";"2.949.176";"707";"Conserved hypothetical protein"
"5526";1984086;"g5504.1";"gene_5526";1984086;"g5504.1";"IV";"-";"2.949.742";"2.953.883";"4.142";"Dual oxidase/fused cytochrome P450 (CYP6006A1)"
"5527";1984087;"g5505";"gene_5527";1984087;"g5505";"IV";"+";"2.958.656";"2.959.285";"630";"ADP-ribose pyrophosphatase"
"5528";1984088;"g5506";"gene_5528";1984088;"g5506";"IV";"-";"2.959.424";"2.960.743";"1.320";"RNA processing factor 1"
"5529";1984089;"g5507";"gene_5529";1984089;"g5507";"IV";"-";"2.961.031";"2.961.960";"930";"Diphthine synthase"
"5530";1984090;"g5508";"gene_5530";1984090;"g5508";"IV";"+";"2.962.287";"2.963.018";"732";"U4/U6.U5 small nuclear ribonucleoprotein component snu23"
"5531";1984091;"g5509";"gene_5531";1984091;"g5509";"IV";"+";"2.963.738";"2.964.262";"525";"Ubiquitin-conjugating enzyme E2 G1 (Ubiquitin-protein ligase G1)"
"5532";1984092;"g5510";"gene_5532";1984092;"g5510";"IV";"-";"2.964.526";"2.965.971";"1.446";"Beta-mannosyltransferase"
"5533";1984093;"g5511";"gene_5533";1984093;"g5511";"IV";"+";"2.967.071";"2.968.884";"1.814";"Probable zinc transporter cis4"
"5534";1984094;"g5512";"gene_5534";1984094;"g5512";"IV";"+";"2.970.572";"2.971.697";"1.126";"Mitochondrial carnitine carrier"
"5535";1984095;"g5513";"gene_5535";1984095;"g5513";"IV";"-";"2.971.998";"2.974.509";"2.512";"GPI-anchor transamidase"
"5536";1984096;"g5514";"gene_5536";1984096;"g5514";"IV";"-";"2.974.957";"2.976.189";"1.233";"GPI-anchor transamidase"
"5537";1984097;"g5515";"gene_5537";1984097;"g5515";"IV";"+";"2.978.353";"2.980.898";"2.546";"Phosphoglycerate mutase family protein"
"5538";1984098;"g5516";"gene_5538";1984098;"g5516";"IV";"-";"2.981.944";"2.984.214";"2.271";"Variant SH3 domain-containing protein"
"5539";1984099;"g5517";"gene_5539";1984099;"g5517";"IV";"-";"2.987.963";"2.990.224";"2.262";"H/ACA ribonucleoprotein complex non-core subunit NAF1 (Nuclear assembly factor 1)"
"5540";1984100;"g5518";"gene_5540";1984100;"g5518";"IV";"+";"2.990.721";"2.992.565";"1.845";"Alpha-mannosyltransferase"
"5541";1984101;"g5519";"gene_5541";1984101;"g5519";"IV";"-";"2.993.603";"2.996.709";"3.107";"Chromosome segregation protein"
"5542";1984102;"g5520";"gene_5542";1984102;"g5520";"IV";"+";"2.998.580";"2.999.154";"575";"Myosin regulatory light chain Cdc4/Calmodulin"
"5543";1984103;"g5520.1";"gene_5543";1984103;"g5520.1";"IV";"+";"3.000.668";"3.002.821";"2.154";"Metallopeptidase"
"5544";1984104;"g5521";"gene_5544";1984104;"g5521";"IV";"-";"3.003.538";"3.004.824";"1.287";"Putative uncharacterized protein"
"5545";1984105;"g5523";"gene_5545";1984105;"g5523";"IV";"+";"3.016.222";"3.016.536";"315";"Putative uncharacterized protein"
"5546";1984106;"g5524";"gene_5546";1984106;"g5524";"IV";"-";"3.026.301";"3.028.052";"1.752";"C-type cyclin"
"5547";1984107;"g5525";"gene_5547";1984107;"g5525";"IV";"+";"3.029.660";"3.032.072";"2.413";"PX domain containing protein"
"5548";1984108;"g5526";"gene_5548";1984108;"g5526";"IV";"-";"3.032.234";"3.033.645";"1.412";"Exopolyphosphatase (Metaphosphatase)"
"5549";1984109;"g5527";"gene_5549";1984109;"g5527";"IV";"+";"3.034.226";"3.035.079";"854";"Glutamine amidotransferase class 1"
"5550";1984110;"g5528";"gene_5550";1984110;"g5528";"IV";"-";"3.035.216";"3.036.388";"1.173";"Mediator of RNA polymerase II transcription subunit 4 (Mediator complex subunit 4)"
"5551";1984111;"g5529";"gene_5551";1984111;"g5529";"IV";"+";"3.036.916";"3.038.010";"1.095";"Putative uncharacterized protein"
"5552";1984112;"g5530";"gene_5552";1984112;"g5530";"IV";"+";"3.038.506";"3.040.914";"2.409";"Glucosyltransferase"
"5553";1984113;"g5531";"gene_5553";1984113;"g5531";"IV";"-";"3.041.345";"3.042.055";"711";"Putative uncharacterized protein"
"5554";1984114;"g5532";"gene_5554";1984114;"g5532";"IV";"+";"3.044.999";"3.045.958";"960";"Putative uncharacterized protein"
